App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Facebook Ads Manager,BUSINESS,4.1,19051,33115.87969653179,1000000,Free,0.0,Everyone,Business,"August 1, 2018",99.0.0.35.75,4.1 and up
Puffin for Facebook,SOCIAL,4.0,10743,33115.87969653179,500000,Free,0.0,Teen,Social,"December 28, 2017",7.0.4.17908,4.1 and up
Messenger Kids – Safer Messaging and Video Chat,FAMILY,4.2,3478,33115.87969653179,500000,Free,0.0,Everyone,Communication;Creativity,"August 6, 2018",33.0.0.22.76,4.4 and up
FB Live,BUSINESS,3.7,27,18432.0,5000,Free,0.0,Everyone,Business,"May 17, 2018",1.2.0,5.0 and up
Stickers for Facebook,SOCIAL,4.3,11066,10240.0,1000000,Free,0.0,Everyone,Social,"March 13, 2018",1.4,4.4 and up
FB Photographie,PHOTOGRAPHY,4.7,37,10240.0,1000,Free,0.0,Everyone,Photography,"May 22, 2016",2.0,4.0 and up
FB Advanced Search,SOCIAL,4.193338315362443,2,11264.0,50,Free,0.0,Teen,Social,"July 21, 2018",1.1.1,4.4 and up
funny Image Comments for FB,SOCIAL,3.9,19,15360.0,5000,Free,0.0,Teen,Social,"February 13, 2018",2.0,4.1 and up
FC Barcelona Fantasy Manager: Real football mobile,SPORTS,4.4,15221,30720.0,1000000,Free,0.0,Everyone,Sports,"October 2, 2017",7.30.005,4.0.3 and up
FC Barcelona Official Keyboard,SPORTS,4.7,5229,20480.0,500000,Free,0.0,Everyone,Sports,"May 17, 2018",2.1.0.0.15734,4.1 and up
Barcelona Live 2018—Goals & News for Barca FC Fans,SPORTS,4.6,342,38912.0,10000,Free,0.0,Everyone,Sports,"August 6, 2018",2.22.0,4.2 and up
Barcelona News - Sportfusion,SPORTS,4.4,382,20480.0,10000,Free,0.0,Everyone,Sports,"March 6, 2018",3.953,4.1 and up
FC Bayern Munich,SPORTS,4.6,37140,72704.0,1000000,Free,0.0,Everyone,Sports,"August 1, 2018",1.3.11,4.1 and up
FC BARCELONA EVENTS,SPORTS,4.3,6,11264.0,100,Free,0.0,Everyone,Sports,"April 22, 2018",v2.7.11.16,4.1 and up
Cambridge English FC,FAMILY,4.4,761,11264.0,50000,Free,0.0,Everyone,Education,"October 6, 2016",2.1.0,4.0 and up
Seattle Sounders FC,SPORTS,3.3,974,33792.0,10000,Free,0.0,Everyone,Sports,"August 1, 2018",2018.0.12,4.1 and up
FCB Connect - FC Barcelona,SOCIAL,4.5,795,21504.0,50000,Free,0.0,Teen,Social,"June 7, 2018",2.1.5,4.1 and up
1. FC Köln App,SPORTS,4.6,2019,41984.0,100000,Free,0.0,Everyone,Sports,"July 20, 2018",1.13.0,4.4 and up
File Commander - File Manager/Explorer,BUSINESS,4.3,758590,12288.0,100000000,Free,0.0,Everyone,Business,"August 2, 2018",Varies with device,4.1 and up
FC Porto,SPORTS,4.9,15883,21504.0,100000,Free,0.0,Everyone,Sports,"June 19, 2018",2.6.0,4.0.3 and up
Chelsea FC Official Keyboard,PRODUCTIVITY,4.5,91397,14336.0,1000000,Free,0.0,Everyone,Productivity,"July 3, 2018",3.4.4,5.0 and up
Burnley FC,SPORTS,4.9,195,29696.0,5000,Free,0.0,Everyone,Sports,"August 1, 2018",2018.8.1,4.4 and up
Atlanta United FC,SPORTS,3.7,215,77824.0,10000,Free,0.0,Everyone,Sports,"June 28, 2018",2.10.5-prod-release,4.4 and up
Sydney FC Official App,SPORTS,4.6,57,17408.0,5000,Free,0.0,Everyone,Sports,"June 26, 2018",3.0.0,4.1 and up
Birmingham City FC,SPORTS,4.5,191,28672.0,10000,Free,0.0,Everyone,Sports,"August 1, 2018",2018.8.1,4.4 and up
My AEK - Official ΑΕΚ FC app,SPORTS,4.8,3346,33115.87969653179,50000,Free,0.0,Everyone,Sports,"January 18, 2018",2.0.2,Varies with device
FC Parking,MAPS_AND_NAVIGATION,4.193338315362443,0,19456.0,500,Free,0.0,Everyone,Maps & Navigation,"December 1, 2017",1.0.0,4.1 and up
Toronto FC,SPORTS,3.4,144,80896.0,10000,Free,0.0,Teen,Sports,"May 11, 2018",4.2.5,4.3 and up
Middlesbrough FC Official,SPORTS,4.5,152,36864.0,10000,Free,0.0,Everyone,Sports,"May 29, 2018",2018.5.25,4.4 and up
The 5th Stand,SPORTS,4.8,1697,17408.0,100000,Free,0.0,Everyone,Sports,"July 31, 2018",1.2.677,4.4 and up
FC Red Bull Salzburg App,SPORTS,4.5,1526,91136.0,50000,Free,0.0,Everyone,Sports,"August 7, 2018",4.0.4-R,5.0 and up
FC Zenit official Android app,SPORTS,4.5,5675,50176.0,100000,Free,0.0,Everyone,Sports,"April 18, 2018",3.0.10,4.1 and up
Fan App for Portsmouth FC,SPORTS,4.5,53,12288.0,1000,Free,0.0,Teen,Sports,"August 6, 2016",060816,4.2 and up
Mobile FC,SPORTS,4.1,5015,58368.0,100000,Free,0.0,Everyone,Sports,"May 25, 2018",125,4.0.3 and up
"FirstCry Baby & Kids Shopping, Fashion & Parenting",SHOPPING,4.1,41074,16384.0,5000000,Free,0.0,Everyone,Shopping,"June 27, 2018",68,4.1 and up
Fan App for Reading FC,SPORTS,3.6,9,13312.0,500,Free,0.0,Teen,Sports,"August 6, 2016",060816,4.2 and up
Underdog FC,SPORTS,4.6,216,40960.0,10000,Free,0.0,Everyone,Sports,"August 2, 2018",23.17,4.1 and up
Las Vegas Lights FC,SPORTS,4.9,10,14336.0,500,Free,0.0,Everyone,Sports,"March 9, 2018",2.0.833.18,4.0.3 and up
APOEL FC,SPORTS,4.6,688,33115.87969653179,10000,Free,0.0,Everyone,Sports,"January 7, 2015",Varies with device,Varies with device
FD Shift Calendar Widget,TOOLS,4.1,981,73.0,100000,Free,0.0,Everyone,Tools,"March 16, 2011",1.2.4,1.6 and up
FD VR Video Player - (Stored),FAMILY,3.9,751,17408.0,100000,Free,0.0,Everyone,Entertainment,"November 30, 2016",3.6.1,4.4 and up
Formula DRIFT,SPORTS,4.6,169,19456.0,10000,Free,0.0,Everyone,Sports,"July 27, 2018",2.0.855.33,4.0.3 and up
FD VR - Virtual 3D Web Browser,FAMILY,3.8,729,30720.0,100000,Free,0.0,Everyone,Entertainment,"March 9, 2018",4.6.12c,4.4 and up
FD Community FCU Mobile,FINANCE,4.7,175,12288.0,1000,Free,0.0,Everyone,Finance,"June 12, 2018",5.9.1.0,5.0 and up
Female Daily,BEAUTY,3.9,4354,43008.0,100000,Free,0.0,Teen,Beauty,"August 6, 2018",2.5.1,4.0.3 and up
FD CANNECT,TOOLS,4.193338315362443,1,76800.0,1,Free,0.0,Everyone,Tools,"July 31, 2018",3,8.0 and up
FD VR Cardboard Featured 360 Videos,FAMILY,4.2,76,35840.0,10000,Free,0.0,Everyone,Entertainment,"December 19, 2017",4.5.1c,4.4 and up
FD VR Music Videos - MTV Pop and Rap in 360,FAMILY,4.9,15,26624.0,1000,Free,0.0,Everyone,Entertainment,"December 19, 2017",4.5.3c,4.4 and up
FD Fitness,HEALTH_AND_FITNESS,4.193338315362443,3,21504.0,50,Free,0.0,Everyone,Health & Fitness,"July 4, 2018",6.3.1,4.0.3 and up
LineStar for FanDuel,SPORTS,4.3,1539,14336.0,50000,Free,0.0,Teen,Sports,"June 6, 2018",3.0.3,4.0.3 and up
HD Video Download for Facebook,VIDEO_PLAYERS,4.4,20755,17408.0,1000000,Free,0.0,Everyone,Video Players & Editors,"March 16, 2018",4.0.3,4.1 and up
Fire Emblem Heroes,FAMILY,4.6,407694,33115.87969653179,5000000,Free,0.0,Teen,Simulation,"July 19, 2018",2.7.1,4.2 and up
FE Civil Engineering Exam Prep,FAMILY,2.8,9,21504.0,1000,Free,0.0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
FE CREDIT - TET VUI,FINANCE,4.1,125,15360.0,50000,Free,0.0,Everyone,Finance,"March 6, 2018",1.2.1,4.1 and up
FE Mechanical Engineering Prep,FAMILY,1.0,2,21504.0,1000,Free,0.0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
Comunidad De Fe Minitries,LIFESTYLE,5.0,19,11264.0,500,Free,0.0,Everyone,Lifestyle,"March 1, 2018",1.1,4.1 and up
Garena Free Fire,GAME,4.5,5534114,54272.0,100000000,Free,0.0,Teen,Action,"August 3, 2018",1.21.0,4.0.3 and up
FE Other Disciplines Engineering Exam Prep,FAMILY,4.193338315362443,0,21504.0,100,Free,0.0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
FE Electric & Comp Engineering,FAMILY,4.193338315362443,2,20480.0,500,Free,0.0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
FE Chemical Engineering Exam Prep,FAMILY,4.193338315362443,2,20480.0,100,Free,0.0,Everyone,Education,"July 27, 2018",5.33.3669,5.0 and up
Santa Fe Map and Walks,TRAVEL_AND_LOCAL,4.193338315362443,2,48128.0,1000,Free,0.0,Everyone,Travel & Local,"April 20, 2018",32,4.0 and up
FE IP,TOOLS,4.193338315362443,3,12288.0,1000,Free,0.0,Everyone,Tools,"October 27, 2017",1.51,3.0 and up
Safe Santa Fe,FAMILY,5.0,2,12288.0,1000,Free,0.0,Everyone,Education,"July 4, 2016",1.0,4.0 and up
Santa Fe New Mexican e-Edition,NEWS_AND_MAGAZINES,4.1,25,17408.0,1000,Free,0.0,Everyone,News & Magazines,"June 21, 2018",4.7.4.18.0621,4.1 and up
L!FE Premium Training,HEALTH_AND_FITNESS,4.193338315362443,2,10240.0,100,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
Theme for Galaxy Note FE Launcher | Live Wallpaper,PERSONALIZATION,4.193338315362443,2,26624.0,100,Free,0.0,Everyone,Personalization,"December 22, 2017",1.0,4.0 and up
FE CPS,FINANCE,3.0,62,17408.0,10000,Free,0.0,Everyone,Finance,"June 26, 2017",0.1.8,4.0 and up
La Fe de Jesus,BOOKS_AND_REFERENCE,4.193338315362443,8,658.0,1000,Free,0.0,Everyone,Books & Reference,"January 31, 2017",,3.0 and up
Santa Fe Indian Market,FAMILY,3.8,4,30720.0,500,Free,0.0,Everyone,Entertainment,"July 23, 2018",5.11,5.0 and up
Repair Hyundai Santa Fe,AUTO_AND_VEHICLES,3.9,22,99328.0,1000,Free,0.0,Everyone,Auto & Vehicles,"January 31, 2018",1.0,4.0 and up
Santa Fe Espresso & News,FOOD_AND_DRINK,4.193338315362443,0,15360.0,10,Free,0.0,Everyone,Food & Drink,"October 12, 2017",1.2.2,4.4 and up
FE Connect Drive-Tech,BUSINESS,4.193338315362443,0,20480.0,100,Free,0.0,Everyone,Business,"February 12, 2018",1.2.1.0,4.1 and up
Santa Fe VIP Tours,TRAVEL_AND_LOCAL,4.193338315362443,1,22528.0,100,Free,0.0,Everyone,Travel & Local,"August 19, 2017",2.8,4.0 and up
Curso Básico y Avanzado la Fe de Jesús Audio-Texto,FAMILY,4.193338315362443,0,11264.0,10,Free,0.0,Everyone 10+,Education,"July 12, 2018",1.0,4.0 and up
Ríos de Fe,LIFESTYLE,5.0,141,15360.0,1000,Free,0.0,Everyone,Lifestyle,"March 24, 2018",1.8,4.1 and up
FG Mobile,FAMILY,3.3,130,13312.0,5000,Free,0.0,Everyone,Education,"December 21, 2017",2.0.0,4.0 and up
FG Wallet,FINANCE,4.193338315362443,9,12288.0,1000,Free,0.0,Everyone,Finance,"June 6, 2018",2.1,6.0 and up
Burn Your Fat With Me! FG,HEALTH_AND_FITNESS,4.5,38487,61440.0,1000000,Free,0.0,Teen,Health & Fitness,"July 3, 2018",5.1.0,4.1 and up
FG On-The-Go,TOOLS,4.9,55,25600.0,1000,Free,0.0,Everyone,Tools,"June 29, 2018",2.01.0.2,4.1 and up
FG SPINNER,GAME,4.193338315362443,2,36864.0,10,Free,0.0,Everyone,Board,"April 6, 2018",0.90,4.0.3 and up
FG Finder,TOOLS,4.193338315362443,154,17408.0,10000,Free,0.0,Everyone,Tools,"July 16, 2018",2.1.0,4.1 and up
BROTHER IN WARS: GUNNER CITY WARLORDS,GAME,4.3,8649,39936.0,1000000,Free,0.0,Teen,Action,"July 26, 2018",1.0.3,4.2 and up
Angry Birds Space HD,GAME,4.5,43645,47104.0,5000000,Free,0.0,Everyone,Arcade,"May 25, 2018",2.2.13,4.1 and up
Survival Prison Escape v2: Free Action Game,FAMILY,4.1,44027,53248.0,5000000,Free,0.0,Mature 17+,Strategy,"February 21, 2018",1.0.9,2.3 and up
Police Car Driver,GAME,3.8,83671,30720.0,10000000,Free,0.0,Everyone 10+,Racing,"May 4, 2018",9,4.1 and up
Modern Sniper Strike: Best Commando Action 2k18,GAME,4.1,164,17408.0,10000,Free,0.0,Everyone,Action,"August 23, 2017",1.0,2.3 and up
Moto Fighter 3D,GAME,3.9,85410,39936.0,10000000,Free,0.0,Everyone 10+,Racing,"September 20, 2017",20170920,4.1 and up
FG Rockstar,FAMILY,4.193338315362443,1,30720.0,10,Free,0.0,Everyone,Education,"August 2, 2018",1.1.5,4.1 and up
BMX Boy,GAME,4.2,839206,12288.0,50000000,Free,0.0,Everyone,Racing,"September 20, 2017",1.16.33,4.1 and up
Crazy Bike attack Racing New: motorcycle racing,GAME,4.2,20364,46080.0,5000000,Free,0.0,Everyone,Racing,"July 12, 2018",1.2.1,4.1 and up
POLARIS 2MFG,FAMILY,4.8,1228,29696.0,10000,Free,0.0,Everyone,Education,"March 28, 2018",1.7,4.1 and up
Gun Disassembly 2,FAMILY,4.1,26347,49152.0,1000000,Free,0.0,Everyone 10+,Entertainment,"September 15, 2017",14.0.1,2.2 and up
Fields of Battle,GAME,4.1,71476,51200.0,1000000,Free,0.0,Everyone 10+,Action,"April 21, 2018",2.14,4.0 and up
Family Guy The Quest for Stuff,GAME,4.0,995002,33115.87969653179,10000000,Free,0.0,Mature 17+,Adventure,"July 25, 2018",1.73.0,4.1 and up
Ambulance Simulator 3D,FAMILY,3.9,29415,67584.0,1000000,Free,0.0,Mature 17+,Simulation,"December 11, 2016",2.0.1,2.3 and up
Leghe Fantagazzetta,SPORTS,4.1,79464,27648.0,1000000,Free,0.0,Everyone,Sports,"August 6, 2018",5.0.8,4.4 and up
Police Car Driving Sim,FAMILY,4.1,72522,52224.0,10000000,Free,0.0,Everyone,Simulation,"April 10, 2018",1.54,2.3.3 and up
Toy Attack,GAME,4.2,3878,70656.0,500000,Free,0.0,Everyone,Action,"April 4, 2018",1.9,4.0.3 and up
Field Goal Tournament,SPORTS,3.7,2980,21504.0,100000,Free,0.0,Everyone,Sports,"September 1, 2015",1.2.8,2.3 and up
Ghost In Photo,PHOTOGRAPHY,3.9,28429,14336.0,5000000,Free,0.0,Teen,Photography,"March 16, 2018",2.0,2.3 and up
Disney Princess Palace Pets,FAMILY,3.9,60097,19456.0,1000000,Free,0.0,Everyone,Entertainment;Pretend Play,"February 10, 2018",5.1,4.2 and up
Police VAZ LADA Simulator,FAMILY,3.6,3502,62464.0,500000,Free,0.0,Teen,Simulation,"September 11, 2016",1.3,2.3 and up
Scary Video Maker,FAMILY,3.7,9296,28672.0,500000,Free,0.0,Teen,Entertainment,"July 24, 2018",1.14,4.1 and up
SnowMobile Parking Adventure,GAME,3.6,12257,50176.0,1000000,Free,0.0,Everyone,Racing,"September 9, 2016",1.4,2.3 and up
PBS KIDS Games,FAMILY,4.3,12919,96256.0,1000000,Free,0.0,Everyone,Educational;Education,"June 6, 2018",1.15.2,4.4 and up
Zombie Sniper 3D III,GAME,3.9,8122,23552.0,500000,Free,0.0,Mature 17+,Action,"February 28, 2017",1.8,2.3 and up
Family Guy- Another Freakin' Mobile Game,FAMILY,4.5,221691,96256.0,5000000,Free,0.0,Teen,Puzzle,"August 6, 2018",1.20.22,4.0.3 and up
HD Themes Volvo FH Trucks,PERSONALIZATION,4.4,40,13312.0,5000,Free,0.0,Teen,Personalization,"June 21, 2016",1.0,2.3.3 and up
Familial Hypercholesterolaemia,MEDICAL,4.193338315362443,0,34816.0,10,Free,0.0,Everyone,Medical,"July 5, 2018",2.0.1,4.1 and up
Familial Hypercholesterolaemia Handbook,MEDICAL,1.0,2,33792.0,100,Free,0.0,Everyone,Medical,"July 2, 2018",2.0.1,4.1 and up
Themes Volvo FH 16 Trucks,PERSONALIZATION,4.193338315362443,38,16384.0,10000,Free,0.0,Teen,Personalization,"June 17, 2016",1.0,2.3.3 and up
FH Calculator,HEALTH_AND_FITNESS,4.193338315362443,9,992.0,500,Free,0.0,Everyone,Health & Fitness,"June 4, 2015",1.0,4.0 and up
Top Themes Volvo FH Trucks,PERSONALIZATION,4.193338315362443,9,18432.0,1000,Free,0.0,Teen,Personalization,"June 19, 2018",1.0,4.1 and up
Wallpapers Volvo FH 16 Trucks,PERSONALIZATION,4.2,13,15360.0,1000,Free,0.0,Teen,Personalization,"June 18, 2016",1.0,2.3.3 and up
Shoot Hunter-Gun Killer,GAME,4.3,320334,27648.0,50000000,Free,0.0,Teen,Action,"August 8, 2018",1.1.2,4.1 and up
studentsLife by FH Kärnten,FAMILY,4.4,108,33115.87969653179,5000,Free,0.0,Everyone,Education,"March 30, 2018",4.0.1,4.4 and up
FH Kufstein App,FAMILY,4.193338315362443,9,20480.0,500,Free,0.0,Everyone,Education,"November 20, 2017",2.3.1,4.4 and up
HD Wallpapers Volvo FH Trucks,PERSONALIZATION,4.193338315362443,4,17408.0,500,Free,0.0,Teen,Personalization,"June 21, 2016",1.0,2.3.3 and up
Themes Volvo FH Trucks,PERSONALIZATION,4.193338315362443,14,14336.0,1000,Free,0.0,Teen,Personalization,"June 17, 2016",1.0,2.3.3 and up
Fast Motorcycle Driver 2016,GAME,4.2,28151,50176.0,1000000,Free,0.0,Everyone 10+,Racing,"December 25, 2016",1.2,2.3.3 and up
Wallpapers Volvo FH Truck,PERSONALIZATION,4.2,4,14336.0,100,Free,0.0,Teen,Personalization,"July 31, 2016",1.0,2.3.3 and up
Angry Shark 2016,FAMILY,4.0,73185,47104.0,5000000,Free,0.0,Teen,Simulation,"November 1, 2017",1.6,4.0 and up
First Hawaiian Bank Mobile,FINANCE,2.1,232,29696.0,10000,Free,0.0,Everyone,Finance,"May 9, 2018",18.1.79,5.0 and up
Strike! Ten Pin Bowling,SPORTS,4.2,18584,50176.0,5000000,Free,0.0,Everyone,Sports,"June 27, 2018",1.7.0,4.1 and up
IKORO FH App Rosenheim,FAMILY,4.193338315362443,22,29696.0,1000,Free,0.0,Everyone,Education,"February 6, 2018",1.10.0.0,2.3.3 and up
Talking Tom Bubble Shooter,FAMILY,4.4,687136,55296.0,50000000,Free,0.0,Everyone,Casual,"May 25, 2018",1.5.3.20,4.1 and up
Forgotten Hill: Fall,GAME,4.4,1063,18432.0,50000,Free,0.0,Teen,Adventure,"October 30, 2017",1.7,3.0 and up
Forgotten Hill Mementoes,GAME,4.6,2027,57344.0,100000,Free,0.0,Teen,Adventure,"March 19, 2018",1.5,4.1 and up
EHiN-FH conferenceapp,COMMUNICATION,4.193338315362443,5,26624.0,100,Free,0.0,Everyone,Communication,"November 15, 2016",1.17,4.1 and up
Talking Husky Dog,FAMILY,4.4,26545,40960.0,1000000,Free,0.0,Everyone,Casual,"July 20, 2018",2.08,4.1 and up
Bubble Bird Rescue,FAMILY,4.2,70753,14336.0,5000000,Free,0.0,Everyone,Puzzle,"August 7, 2018",1.8.6,4.0.3 and up
Forgotten Hill: Surgery,GAME,4.5,2431,24576.0,100000,Free,0.0,Teen,Adventure,"November 3, 2017",1.4,3.0 and up
Real Airplane Flight Simulator: Pilot Games,FAMILY,3.3,21735,37888.0,1000000,Free,0.0,Everyone,Simulation,"July 11, 2018",1.0.03,4.0 and up
Dolphin and fish coloring book,FAMILY,3.9,2249,33115.87969653179,500000,Free,0.0,Everyone,Art & Design;Creativity,"May 15, 2018",Varies with device,4.1 and up
Carpooling FH Hagenberg,COMMUNICATION,4.193338315362443,0,33115.87969653179,100,Free,0.0,Everyone,Communication,"May 18, 2017",Varies with device,Varies with device
Forgotten Hill: Puppeteer,GAME,4.5,2917,22528.0,100000,Free,0.0,Teen,Adventure,"October 30, 2017",2.6,2.3 and up
Airplane Fly Hawaii,FAMILY,4.1,83427,16384.0,1000000,Free,0.0,Everyone,Simulation,"January 30, 2015",2.6,4.1 and up
Wi-Fi Auto-connect,COMMUNICATION,3.8,15036,253.0,1000000,Free,0.0,Everyone,Communication,"August 1, 2015",1.2.0,1.6 and up
Smart Wi-Fi Hotspot PRO,COMMUNICATION,3.7,197,957.0,10000,Paid,2.99,Everyone,Communication,"February 10, 2016",1.0,2.2 and up
"Talkie - Wi-Fi Calling, Chats, File Sharing",COMMUNICATION,4.2,4838,33115.87969653179,500000,Free,0.0,Everyone,Communication,"January 6, 2018",Varies with device,Varies with device
Portable Wi-Fi hotspot Premium,COMMUNICATION,3.7,481,420.0,10000,Paid,0.99,Everyone,Communication,"December 16, 2015",1.4.0.2,2.3 and up
Avast Wi-Fi Finder,PRODUCTIVITY,4.3,37277,13312.0,1000000,Free,0.0,Everyone,Productivity,"February 26, 2018",2.3.1,4.0.3 and up
"Talkie Pro - Wi-Fi Calling, Chats, File Sharing",COMMUNICATION,4.5,201,33115.87969653179,1000,Paid,2.99,Everyone,Communication,"January 6, 2018",Varies with device,Varies with device
[root] Pry-Fi,TOOLS,3.9,6736,72.0,500000,Free,0.0,Everyone,Tools,"February 2, 2014",1.20,4.2 and up
Sat-Fi,COMMUNICATION,3.6,97,33115.87969653179,5000,Free,0.0,Everyone,Communication,"August 31, 2017",Varies with device,Varies with device
Candy simply-Fi,LIFESTYLE,2.1,2390,35840.0,100000,Free,0.0,Everyone,Lifestyle,"July 17, 2018",1.8.4.7,4.4 and up
Wi-Fi Rabbit Unlock Key,TOOLS,4.5,142,26.0,5000,Paid,1.0,Everyone,Tools,"June 26, 2011",1.0.0,2.1 and up
Wi-Fi settings shortcut,TOOLS,4.1,479,29.0,50000,Free,0.0,Everyone,Tools,"December 13, 2013",1.4,1.6 and up
TownWiFi | Wi-Fi Everywhere,COMMUNICATION,3.9,2372,59392.0,500000,Free,0.0,Everyone,Communication,"August 2, 2018",4.2.1,4.2 and up
Xposed Wi-Fi-Pwd,PERSONALIZATION,3.5,1042,404.0,100000,Free,0.0,Everyone,Personalization,"August 5, 2014",3.0.0,4.0.3 and up
Sat-Fi Voice,COMMUNICATION,3.4,37,14336.0,1000,Free,0.0,Everyone,Communication,"November 21, 2014",2.2.1.5,2.2 and up
Sci-Fi Sounds and Ringtones,PERSONALIZATION,3.6,128,11264.0,10000,Free,0.0,Everyone,Personalization,"September 27, 2017",4.0,4.0 and up
FJ 4x4 Cruiser Offroad Driving,FAMILY,4.1,3543,50176.0,500000,Free,0.0,Everyone,Simulation,"January 4, 2017",1.1,2.3 and up
FJ 4x4 Cruiser Snow Driving,FAMILY,4.2,1619,44032.0,500000,Free,0.0,Everyone,Simulation,"June 4, 2018",1.3,4.0 and up
Wallpapers Toyota FJ Cruiser,PERSONALIZATION,4.2,78,10240.0,10000,Free,0.0,Everyone,Personalization,"June 20, 2016",1.0,2.3.3 and up
New Wallpapers Toyota FJ Cruiser Theme,PERSONALIZATION,4.193338315362443,1,16384.0,100,Free,0.0,Teen,Personalization,"February 23, 2018",1.0,4.1 and up
"FJ Final Join , Circles Game",GAME,4.7,32,24576.0,1000,Free,0.0,Teen,Arcade,"July 11, 2018",0.24,4.3 and up
FJ Drive: Mercedes-Benz Lease,AUTO_AND_VEHICLES,4.6,107,27648.0,10000,Free,0.0,Everyone,Auto & Vehicles,"November 6, 2017",2.0.0,4.1 and up
Driving n Parking School 2017,FAMILY,4.5,15,47104.0,1000,Free,0.0,Everyone,Simulation,"May 31, 2017",1.0,2.3 and up
Offroad Cruiser,FAMILY,4.3,42432,36864.0,1000000,Free,0.0,Everyone,Simulation,"July 13, 2016",1.3,2.3.3 and up
HD Themes Toyota Cruiser 70,PERSONALIZATION,4.5,86,17408.0,10000,Free,0.0,Teen,Personalization,"October 2, 2016",1.0,2.3.3 and up
4 x4 Offroad SUV 3D Truck Simulator Driving 2017,FAMILY,4.4,32,37888.0,1000,Free,0.0,Everyone,Simulation,"December 6, 2017",1.0,2.3 and up
Cake Shop - Kids Cooking,FAMILY,4.3,30668,33792.0,5000000,Free,0.0,Everyone,Casual;Pretend Play,"July 16, 2018",2.1.3181,4.0.3 and up
HD Themes Toyota Cruiser 60,PERSONALIZATION,4.193338315362443,0,15360.0,100,Free,0.0,Teen,Personalization,"October 2, 2016",1.0,2.3.3 and up
HD Themes Toyota Cruiser70,PERSONALIZATION,4.193338315362443,0,15360.0,100,Free,0.0,Teen,Personalization,"October 3, 2016",1.0,2.3.3 and up
HD Themes Toyota Cruiser 80,PERSONALIZATION,4.193338315362443,2,13312.0,100,Free,0.0,Teen,Personalization,"October 3, 2016",1.0,2.3.3 and up
HD Themes Toyota Cruiser 50,PERSONALIZATION,4.193338315362443,1,11264.0,50,Free,0.0,Teen,Personalization,"October 2, 2016",1.0,2.3.3 and up
OFF-ROAD SIMULATOR 4x4 : REAL,FAMILY,4.2,109,25600.0,10000,Free,0.0,Everyone,Simulation,"April 15, 2017",1.4,2.3 and up
HD Themes Toyota Cruiser 100VX,PERSONALIZATION,4.193338315362443,2,16384.0,100,Free,0.0,Teen,Personalization,"September 30, 2016",1.0,2.3.3 and up
HD Themes Toyota Cruiser 200,PERSONALIZATION,3.7,3,15360.0,100,Free,0.0,Teen,Personalization,"October 1, 2016",1.0,2.3.3 and up
HD Themes Toyota Cruiser 40,PERSONALIZATION,4.193338315362443,2,15360.0,100,Free,0.0,Teen,Personalization,"October 2, 2016",1.0,2.3.3 and up
Fun Kid Racing - Motocross,FAMILY,4.1,59768,33115.87969653179,10000000,Free,0.0,Everyone,Racing;Action & Adventure,"August 7, 2018",3.53,4.2 and up
Offroad 4x4 Car Driving,FAMILY,4.3,26224,44032.0,1000000,Free,0.0,Everyone,Simulation,"April 29, 2017",1.0.4,2.3 and up
Motocross Beach Jumping 3D,FAMILY,4.0,105954,44032.0,10000000,Free,0.0,Teen,Simulation,"June 5, 2018",1.7.3,4.1 and up
Offroad drive : 4x4 driving game,GAME,3.5,2071,36864.0,100000,Free,0.0,Everyone,Racing,"June 29, 2018",1.0.3,4.1 and up
Hair saloon - Spa salon,FAMILY,4.2,38473,23552.0,10000000,Free,0.0,Everyone,Casual;Pretend Play,"April 11, 2018",1.0.5,4.1 and up
Rope Hero: Vice Town,GAME,4.4,452589,101376.0,10000000,Free,0.0,Mature 17+,Action,"July 1, 2018",2.2,4.0 and up
Drive 4x4 Luxury SUV Jeep,GAME,4.2,2183,47104.0,500000,Free,0.0,Everyone,Racing,"July 10, 2018",1.12,2.3 and up
PIP Selfie Camera Photo Editor,PHOTOGRAPHY,4.4,156322,33115.87969653179,10000000,Free,0.0,Everyone,Photography,"February 1, 2018",Varies with device,Varies with device
FJ-link,TOOLS,4.193338315362443,1,20480.0,10,Free,0.0,Everyone,Tools,"January 3, 2018",1.1.2,4.1 and up
Motocross Mayhem,GAME,3.8,35171,46080.0,1000000,Free,0.0,Everyone,Racing,"February 11, 2014",1.2,2.3 and up
Flight Simulator: Fly Plane 3D,FAMILY,4.0,660613,21504.0,50000000,Free,0.0,Everyone,Simulation,"March 1, 2017",1.32,2.3 and up
Motocross Fun Simulator,FAMILY,3.8,22570,35840.0,1000000,Free,0.0,Everyone,Simulation,"January 9, 2017",1.2,2.3.3 and up
Dino Defends king 3 – Dinosaur T rex Hunter Games,GAME,3.6,182,41984.0,50000,Free,0.0,Teen,Adventure,"March 1, 2018",2.1,4.1 and up
Block Gun 3D: Haunted Hollow,GAME,3.8,16282,35840.0,1000000,Free,0.0,Teen,Action,"October 9, 2017",1.1.4,2.3 and up
